idsolicitud,idsolicitud_acancelar,estado,saldocuota,saldomora,totaldeuda
"000039970","000039104","DEBE","0.00","2.40","2.40"
"000039971","000039335","PAGO","525.00","0.00","525.00"
"000039972","000039258","PAGO","0.00","0.90","0.90"
"000039973","000039465","PAGO","26.80","0.30","27.10"
"000039974","000039192","DEBE","218.00","0.40","218.40"
"000039976","000038697","DEBE","0.00","6.00","6.00"
"000039977","000037669","PAGO","0.00","1.20","1.20"
"000039977","000038923","PAGO","86.40","1.20","87.60"
"000039978","000039125","PAGO","540.00","5.60","545.60"
"000039980","000039179","PAGO","129.60","0.00","129.60"
"000039981","000039245","PAGO","109.00","0.00","109.00"
"000039982","000039514","PAGO","0.00","1.00","1.00"
"000039986","000039477","PAGO","322.00","2.00","324.00"
"000039987","000038178","PAGO","0.00","0.00","0.00"
"000039989","000037782","PAGO","0.00","0.30","0.30"
"000039989","000038676","PAGO","0.00","5.10","5.10"
"000039991","000036409","PAGO","0.00","0.00","0.00"
"000039993","000039132","DEBE","37.40","1.60","39.00"
"000039994","000039132","PAGO","37.40","1.60","39.00"
"000039995","000039124","DEBE","49.00","2.40","51.40"
"000039996","000039124","PAGO","49.00","2.40","51.40"
"000039997","000039065","PAGO","72.00","2.00","74.00"
"000040000","000037055","PAGO","0.00","0.40","0.40"
"000040001","000037987","PAGO","0.00","0.30","0.30"
"000040001","000039076","PAGO","28.20","0.90","29.10"
"000040002","000039153","PAGO","220.00","3.20","223.20"
"000040003","000039308","PAGO","81.60","0.00","81.60"
"000040004","000038219","PAGO","0.00","0.00","0.00"
"000040004","000038670","PAGO","0.00","0.00","0.00"
"000040005","000039089","PAGO","35.40","0.30","35.70"
"000040006","000039304","PAGO","136.10","0.00","136.10"
"000040007","000039192","PAGO","0.00","1.20","1.20"
"000040008","000039418","PAGO","245.10","1.20","246.30"
"000040009","000039472","PAGO","87.80","0.00","87.80"
"000040010","000039074","PAGO","10.90","0.60","11.50"
"000040011","000039058","PAGO","0.00","3.00","3.00"
"000040012","000039252","PAGO","327.00","0.00","327.00"
"000040013","000039114","PAGO","61.00","0.60","61.60"
"000040015","000039209","PAGO","1977.90","10.00","1987.90"
"000040019","000039290","PAGO","270.00","1.60","271.60"
"000040020","000039601","PAGO","594.00","0.00","594.00"
"000040022","000039293","PAGO","136.10","0.90","137.00"
"000040023","000038697","PAGO","0.00","6.00","6.00"
"000040024","000039047","PAGO","218.00","4.00","222.00"
"000040025","000039048","PAGO","523.20","5.60","528.80"
"000040027","000039006","DEBE","0.00","1.60","1.60"
"000040028","000039006","PAGO","0.00","0.00","0.00"
"000040029","000039237","DEBE","202.00","2.00","204.00"
"000040030","000039237","PAGO","202.00","2.00","204.00"
"000040031","000039269","PAGO","507.90","3.20","511.10"
"000040032","000036403","PAGO","0.00","0.80","0.80"
"000040032","000039169","PAGO","325.60","2.40","328.00"
"000040033","000039040","PAGO","360.00","5.60","365.60"
"000040034","000038927","PAGO","0.00","8.00","8.00"
"000040035","000039321","PAGO","891.00","1.00","892.00"
"000040036","000023801","PAGO","0.00","0.00","0.00"
"000040037","000039152","PAGO","5.40","1.80","7.20"
"000040038","000039444","PAGO","594.00","9.00","603.00"
"000040040","000036214","PAGO","0.00","11.20","11.20"
"000040042","000039282","PAGO","0.00","0.80","0.80"
"000040043","000038198","PAGO","0.00","1.60","1.60"
"000040044","000038305","PAGO","0.00","0.80","0.80"
"000040044","000039189","PAGO","304.40","8.00","312.40"
"000040045","000039549","PAGO","1325.00","6.00","1331.00"
"000040046","000039036","PAGO","0.00","0.00","0.00"
"000040047","000039108","PAGO","0.00","0.80","0.80"
"000040047","000039141","PAGO","36.00","2.40","38.40"
"000040048","000039191","PAGO","0.00","2.70","2.70"
"000040052","000032841","PAGO","0.00","3.20","3.20"
"000040052","000039595","PAGO","1050.00","8.00","1058.00"
"000040054","000039072","PAGO","107.20","1.60","108.80"
"000040055","000039327","PAGO","1070.00","3.00","1073.00"
"000040057","000039110","PAGO","218.00","0.00","218.00"
"000040058","000039607","PAGO","130.50","1.20","131.70"
"000040059","000039384","PAGO","0.00","0.90","0.90"
"000040060","000039581","PAGO","218.00","0.00","218.00"
"000040061","000039102","PAGO","35.40","3.00","38.40"
"000040062","000038390","PAGO","0.00","1.50","1.50"
"000040064","000038915","DEBE","0.00","0.60","0.60"
"000040065","000038915","PAGO","0.00","0.60","0.60"
"000040066","000039134","PAGO","65.40","0.80","66.20"
"000040067","000039226","PAGO","3532.50","0.00","3532.50"
"000040068","000039310","PAGO","129.40","0.90","130.30"
"000040069","000039309","PAGO","270.00","1.20","271.20"
"000040070","000039260","PAGO","84.80","0.00","84.80"
"000040071","000039238","PAGO","0.00","0.40","0.40"
"000040074","000037345","PAGO","0.00","0.30","0.30"
"000040074","000039507","PAGO","272.50","2.40","274.90"
"000040076","000039558","PAGO","272.50","0.00","272.50"
"000040077","000039559","PAGO","270.00","0.00","270.00"
"000040078","000038847","DEBE","0.00","2.10","2.10"
"000040079","000038847","PAGO","0.00","2.10","2.10"
"000040080","000038710","PAGO","0.00","1.50","1.50"
"000040081","000038341","PAGO","0.00","0.80","0.80"
"000040082","000039423","PAGO","136.10","1.20","137.30"
"000040085","000039208","PAGO","540.00","0.00","540.00"
"000040086","000038325","PAGO","0.00","0.40","0.40"
"000040086","000039032","PAGO","0.00","0.80","0.80"
"000040086","000039471","PAGO","27.40","0.00","27.40"
"000040091","000039198","PAGO","216.40","1.60","218.00"
"000040092","000039195","PAGO","289.20","2.80","292.00"
"000040093","000039341","PAGO","0.00","5.60","5.60"
"000040093","000039424","PAGO","2952.00","22.00","2974.00"
"000040095","000039202","PAGO","12.60","0.30","12.90"
"000040097","000039285","PAGO","0.00","4.80","4.80"
"000040098","000039329","PAGO","109.00","0.00","109.00"
"000040100","000039320","PAGO","281.80","6.40","288.20"
"000040102","000039452","PAGO","540.00","0.00","540.00"
"000040104","000039578","PAGO","189.00","2.00","191.00"
"000040106","000038786","PAGO","0.00","3.60","3.60"
"000040106","000039116","PAGO","0.00","4.00","4.00"
"000040107","000034683","PAGO","0.00","1.60","1.60"
"000040108","000039432","PAGO","290.00","0.00","290.00"
"000040109","000039419","DEBE","0.00","0.90","0.90"
"000040111","000039608","PAGO","175.00","0.40","175.40"
"000040112","000039316","PAGO","0.00","5.20","5.20"
"000040113","000037732","PAGO","0.00","12.00","12.00"
"000040115","000039241","PAGO","28.20","0.30","28.50"
"000040116","000039117","PAGO","0.00","0.00","0.00"
"000040117","000039652","PAGO","109.00","0.00","109.00"
"000040119","000038062","DEBE","0.00","2.00","2.00"
"000040120","000039305","PAGO","0.00","3.90","3.90"
"000040121","000039441","PAGO","0.00","0.80","0.80"
"000040122","000039511","PAGO","245.00","3.20","248.20"
"000040123","000039155","DEBE","0.00","0.90","0.90"
"000040124","000039155","PAGO","0.00","0.90","0.90"
"000040125","000039185","PAGO","1440.00","10.00","1450.00"
"000040126","000039411","PAGO","136.10","0.00","136.10"
"000040128","000039053","PAGO","0.00","4.00","4.00"
"000040130","000038951","PAGO","0.00","0.60","0.60"
"000040131","000039493","PAGO","324.00","3.20","327.20"
"000040135","000039151","PAGO","0.00","1.60","1.60"
"000040136","000039598","PAGO","408.60","1.60","410.20"
"000040137","000039212","PAGO","0.00","1.20","1.20"
"000040138","000038833","PAGO","0.00","2.10","2.10"
"000040140","000039365","PAGO","450.00","4.00","454.00"
"000040142","000039694","PAGO","435.20","0.00","435.20"
"000040143","000039691","PAGO","1315.00","2.00","1317.00"
"000040144","000039175","PAGO","0.00","0.00","0.00"
"000040146","000039584","PAGO","136.10","0.00","136.10"
"000040147","000039394","PAGO","0.00","26.00","26.00"
"000040148","000039288","PAGO","900.00","8.00","908.00"
"000040149","000039330","PAGO","288.00","1.60","289.60"
"000040150","000039331","PAGO","144.00","1.20","145.20"
"000040152","000039402","PAGO","62.00","2.80","64.80"
"000040153","000039294","PAGO","162.00","4.00","166.00"
"000040155","000039506","PAGO","290.00","-0.40","289.60"
"000040157","000039130","PAGO","0.00","0.00","0.00"
"000040159","000039143","PAGO","0.00","0.90","0.90"
"000040160","000039639","PAGO","136.10","0.30","136.40"
"000040161","000038567","PAGO","0.00","0.80","0.80"
"000040162","000039586","PAGO","472.50","5.00","477.50"
"000040163","000038887","PAGO","0.00","3.30","3.30"
"000040164","000039395","PAGO","0.00","0.00","0.00"
"000040165","000039661","PAGO","62.20","0.00","62.20"
"000040166","000039467","PAGO","0.00","1.80","1.80"
"000040168","000026999","PAGO","0.00","1.20","1.20"
"000040170","000039587","PAGO","218.00","0.00","218.00"
"000040171","000031051","PAGO","0.00","9.20","9.20"
"000040172","000038737","PAGO","0.00","2.40","2.40"
"000040174","000039287","PAGO","0.00","0.30","0.30"
"000040176","000038992","PAGO","0.00","0.30","0.30"
"000040177","000039613","PAGO","1226.10","0.00","1226.10"
"000040178","000039626","PAGO","136.10","0.00","136.10"
"000040179","000039163","PAGO","25.20","1.60","26.80"
"000040180","000039716","PAGO","408.60","2.40","411.00"
"000040181","000039453","PAGO","327.00","1.60","328.60"
"000040183","000039409","PAGO","0.00","1.20","1.20"
"000040184","000039296","PAGO","74.50","0.40","74.90"
"000040185","000038828","DEBE","0.00","4.00","4.00"
"000040186","000039091","DEBE","0.00","20.00","20.00"
"000040187","000038780","DEBE","0.00","1.50","1.50"
"000040188","000039301","PAGO","328.00","5.60","333.60"
"000040189","000038961","PAGO","0.00","1.60","1.60"
"000040190","000039139","PAGO","0.00","0.90","0.90"
"000040191","000039173","PAGO","0.00","1.60","1.60"
"000040192","000039203","PAGO","0.00","10.00","10.00"
"000040193","000039408","PAGO","267.50","0.00","267.50"
"000040194","000033823","PAGO","0.00","10.00","10.00"
"000040197","000039389","PAGO","4240.00","15.00","4255.00"
"000040200","000039536","PAGO","0.00","1.50","1.50"
"000040202","000039213","PAGO","0.00","6.30","6.30"
"000040203","000039215","PAGO","0.00","0.00","0.00"
"000040205","000039216","PAGO","0.00","4.00","4.00"
"000040206","000039602","PAGO","109.00","0.30","109.30"
"000040208","000039355","PAGO","64.00","2.00","66.00"
"000040209","000039603","PAGO","81.60","0.30","81.90"
"000040210","000039332","PAGO","144.50","2.40","146.90"
"000040211","000039497","PAGO","176.50","0.00","176.50"
"000040212","000039498","PAGO","381.50","0.00","381.50"
"000040213","000039222","PAGO","0.00","1.50","1.50"
"000040214","000039651","PAGO","79.50","0.00","79.50"
"000040215","000039524","PAGO","272.50","0.80","273.30"
"000040216","000039592","PAGO","136.10","0.00","136.10"
"000040217","000039390","PAGO","0.00","0.40","0.40"
"000040219","000039140","PAGO","0.00","0.60","0.60"
"000040220","000038335","PAGO","0.00","0.40","0.40"
"000040220","000039325","PAGO","107.20","0.00","107.20"
"000040221","000039468","PAGO","756.00","2.00","758.00"
"000040222","000039392","PAGO","1160.60","10.00","1170.60"
"000040225","000038823","PAGO","0.00","0.40","0.40"
"000040226","000039399","PAGO","0.00","1.20","1.20"
"000040227","000039414","PAGO","0.00","0.30","0.30"
"000040228","000039084","PAGO","0.00","1.20","1.20"
"000040230","000039229","PAGO","0.00","0.40","0.40"
"000040231","000039457","PAGO","227.50","1.20","228.70"
"000040232","000039459","DEBE","162.80","0.90","163.70"
"000040233","000039459","PAGO","162.80","0.90","163.70"
"000040237","000039278","PAGO","0.00","6.80","6.80"
"000040238","000039224","DEBE","0.00","4.40","4.40"
"000040240","000039372","PAGO","252.80","1.20","254.00"
"000040241","000039343","PAGO","0.00","1.20","1.20"
"000040244","000039516","PAGO","0.00","24.00","24.00"
"000040245","000039440","PAGO","163.50","1.60","165.10"
"000040252","000039063","PAGO","0.00","0.00","0.00"
"000040253","000039858","PAGO","245.10","0.40","245.50"
"000040254","000038724","PAGO","0.00","0.30","0.30"
"000040255","000039561","PAGO","0.00","0.90","0.90"
"000040256","000039635","PAGO","0.00","0.60","0.60"
"000040258","000039214","PAGO","1524.40","0.00","1524.40"
"000040260","000039326","PAGO","22.00","1.20","23.20"
"000040261","000039735","PAGO","0.00","0.30","0.30"
"000040262","000039630","PAGO","0.00","1.60","1.60"
"000040263","000039259","PAGO","17.00","2.80","19.80"
"000040264","000039770","PAGO","525.00","0.80","525.80"
"000040265","000039645","PAGO","681.10","9.00","690.10"
"000040267","000038595","PAGO","0.00","0.60","0.60"
"000040268","000038530","PAGO","0.00","1.20","1.20"
"000040269","000039642","PAGO","0.00","0.60","0.60"
"000040270","000039792","PAGO","472.50","2.40","474.90"
"000040273","000038917","PAGO","0.00","8.00","8.00"
"000040278","000039658","PAGO","2520.00","2.00","2522.00"
"000040279","000039621","PAGO","0.00","3.60","3.60"
"000040280","000039540","PAGO","136.10","0.00","136.10"
"000040281","000039508","PAGO","545.00","2.40","547.40"
"000040282","000039393","PAGO","0.00","1.50","1.50"
"000040283","000039654","PAGO","545.00","4.80","549.80"
"000040284","000039500","PAGO","174.40","0.80","175.20"
"000040285","000038496","PAGO","0.00","4.80","4.80"
"000040286","000039426","PAGO","239.80","2.80","242.60"
"000040288","000039353","PAGO","0.00","0.40","0.40"
"000040290","000039366","PAGO","1712.00","10.00","1722.00"
"000040291","000038995","PAGO","0.00","0.00","0.00"
"000040292","000039753","PAGO","132.50","0.60","133.10"
"000040293","000039434","PAGO","0.00","1.20","1.20"
"000040294","000039482","PAGO","252.00","1.20","253.20"
"000040295","000039726","PAGO","918.00","10.00","928.00"
"000040296","000039727","PAGO","132.50","1.50","134.00"
"000040298","000039313","PAGO","144.00","4.00","148.00"
"000040300","000039314","PAGO","108.00","4.00","112.00"
"000040301","000039312","PAGO","72.00","2.00","74.00"
"000040302","000039709","PAGO","3600.00","4.00","3604.00"
"000040303","000039311","PAGO","35.40","1.50","36.90"
"000040305","000039272","PAGO","0.00","0.60","0.60"
"000040306","000039712","PAGO","0.00","0.30","0.30"
"000040307","000039479","PAGO","0.00","2.80","2.80"
"000040308","000038551","DEBE","0.00","2.40","2.40"
"000040311","000038794","PAGO","0.00","6.00","6.00"
"000040311","000039752","PAGO","917.00","5.00","922.00"
"000040313","000039675","PAGO","272.50","0.40","272.90"
"000040316","000039438","PAGO","0.00","0.30","0.30"
"000040318","000038621","PAGO","0.00","38.00","38.00"
"000040319","000039233","PAGO","0.00","4.00","4.00"
"000040320","000039523","PAGO","0.00","3.20","3.20"
"000040321","000035165","PAGO","0.00","28.00","28.00"
"000040322","000039590","PAGO","136.10","0.00","136.10"
"000040323","000039539","PAGO","545.00","2.40","547.40"
"000040325","000039690","PAGO","10.50","0.00","10.50"
"000040326","000038949","PAGO","0.00","1.50","1.50"
"000040327","000039787","PAGO","136.10","0.00","136.10"
"000040328","000039376","PAGO","36.00","0.00","36.00"
"000040329","000039379","PAGO","36.00","0.00","36.00"
"000040330","000039255","PAGO","0.00","3.20","3.20"
"000040331","000039456","PAGO","71.80","0.00","71.80"
"000040332","000039455","PAGO","143.60","0.00","143.60"
"000040333","000039717","PAGO","2520.00","0.00","2520.00"
"000040338","000039480","PAGO","543.40","3.00","546.40"
"000040339","000039543","PAGO","435.20","0.00","435.20"
"000040340","000039474","PAGO","71.80","0.60","72.40"
"000040341","000039875","PAGO","381.50","0.00","381.50"
"000040342","000039882","PAGO","530.00","1.60","531.60"
"000040343","000039283","PAGO","0.00","26.00","26.00"
"000040344","000039342","PAGO","70.80","1.20","72.00"
"000040345","000039679","PAGO","0.20","1.20","1.40"
"000040346","000039449","PAGO","125.50","0.80","126.30"
"000040347","000039445","PAGO","143.60","2.40","146.00"
"000040348","000039618","PAGO","0.00","1.50","1.50"
"000040349","000039405","PAGO","25.50","1.60","27.10"
"000040350","000037998","PAGO","0.00","0.30","0.30"
"000040350","000039096","PAGO","0.00","0.90","0.90"
"000040351","000038550","PAGO","0.00","2.40","2.40"
"000040352","000039495","DEBE","1080.00","4.00","1084.00"
"000040353","000038553","PAGO","0.00","0.00","0.00"
"000040353","000039496","PAGO","0.00","0.00","0.00"
"000040354","000039478","DEBE","480.00","0.00","480.00"
"000040355","000039239","PAGO","0.00","1.20","1.20"
"000040358","000039490","PAGO","163.50","0.00","163.50"
"000040359","000039495","PAGO","972.00","5.00","977.00"
"000040360","000039605","PAGO","0.00","8.00","8.00"
"000040362","000039681","PAGO","0.00","0.60","0.60"
"000040363","000039815","DEBE","130.50","0.90","131.40"
"000040364","000039815","PAGO","130.50","0.90","131.40"
"000040365","000039421","PAGO","71.80","0.30","72.10"
"000040367","000039433","PAGO","0.00","0.40","0.40"
"000040369","000039442","PAGO","252.80","2.80","255.60"
"000040370","000039596","PAGO","0.00","5.60","5.60"
"000040371","000039589","PAGO","0.00","4.00","4.00"
"000040372","000039855","PAGO","40.00","2.40","42.40"
"000040374","000039206","PAGO","0.00","1.50","1.50"
"000040375","000039464","PAGO","101.00","2.10","103.10"
"000040376","000037411","PAGO","0.00","0.60","0.60"
"000040376","000038604","PAGO","0.00","0.60","0.60"
"000040376","000039518","PAGO","173.60","3.90","177.50"
"000040377","000039703","PAGO","135.00","0.30","135.30"
"000040378","000039649","PAGO","270.00","0.80","270.80"
"000040379","000039435","PAGO","28.20","0.00","28.20"
